uri,labels,speechiness,duration (ms)
spotify:track:3phCbf2aKOilnmUdlSm0Uh,3,0.0397,208421.0
spotify:track:3pjUyVbFmM96tYhSaKJwTt,0,0.233,331480.0
spotify:track:3pmYKQY4NGqFIbAbB3YUL4,0,0.0392,216000.0
spotify:track:3pnA5QZo2MprFEv25YEF9C,1,0.0502,170942.0
spotify:track:3ponDZeMH4ONWpPCyfrJ5L,1,0.0544,184333.0
spotify:track:3pq57wEUpRJcT79Qyp0hcJ,1,0.287,174988.0
spotify:track:3pwLC1ASuOc5Aw9Ndr7Cnt,0,0.031,240973.0
spotify:track:3pwWzv1uWr6FuWcwpDJUw1,2,0.046,200319.0
spotify:track:3pwfrTlzbcNfwFQ9tjm6ec,3,0.0851,152000.0
spotify:track:3q0osq156ES7MHz4PjMOBp,0,0.0297,218347.0
spotify:track:3q1ubHRSwRNc514i9bhKLJ,3,0.239,63000.0
spotify:track:3q28VuO8a9Xp7ny9Etai55,3,0.0592,158779.0
spotify:track:3q6zaTsgrJCpET0D0nQRjm,0,0.0378,135440.0
spotify:track:3q7T7yQ0oj0hWEoPciBTKj,0,0.031,185533.0
spotify:track:3qE64A7vROmZsAJnT0w792,3,0.0931,118863.0
spotify:track:3qF5smMwZhj5b58neJnmKw,0,0.0296,191429.0
spotify:track:3qILtuNzObQNsGuibkPzbo,1,0.122,168638.0
spotify:track:3qIxnOusGoTpHvNVMLHscw,0,0.275,180062.0
spotify:track:3qJPO03ZfT6QrlYjrbsrqO,0,0.0531,516296.0
spotify:track:3qLZnIVAiGexuNuG8Aptrq,3,0.0352,187293.0
spotify:track:3qNxxK85VwJjDq9fdgNGyq,3,0.324,168046.0
spotify:track:3qONFBuk85vJ8IbGdBi63T,2,0.0371,207773.0
spotify:track:3qOaUQY6WgwzfGbFCJTMYy,2,0.11,204520.0
spotify:track:3qTKZMSgFDK11rgzk5AM2k,1,0.238,225517.0
spotify:track:3qWPvZysAc3nHSwCkO2eum,0,0.0365,269538.0
spotify:track:3qcAeSGBcLnzm9jcHR6X9I,3,0.0618,199837.0
spotify:track:3qebSLgUwaEqbwCM5sj5Kh,1,0.313,168920.0
spotify:track:3qf18S0wQeJN3AmgQECbqF,1,0.036,186903.0
spotify:track:3qrQtMmkuV79LMGfsGDHRf,1,0.152,172413.0
spotify:track:3qwJjnF4TuLF2kHuOntIUi,3,0.0621,131125.0
spotify:track:3r2FSdNto1jIArfK6WeiIb,0,0.0418,145488.0
spotify:track:3r2vN7RNfvpgOUqKSRRlFr,1,0.0343,250533.0
spotify:track:3r67i5HAsqLYuiQFUMr3na,0,0.0364,329880.0
spotify:track:3r7ahgcWDRabW0YWnmy2pe,1,0.0545,246988.0
spotify:track:3r91IHXGDZX99fdZLyQanm,2,0.0396,169062.0
spotify:track:3r92YrLWSVmwbCpyl0saJ1,3,0.0524,183708.0
spotify:track:3r9w129qKsg005Dv7HPbMv,3,0.166,1800000.0
spotify:track:3rBHNlOJqNQM7rtxHJvPNV,1,0.0536,234031.0
spotify:track:3rMeuEh7qmO9bBeC41TZwa,1,0.334,244935.0
spotify:track:3rOKDtqA2kbd78PmfP2XyU,3,0.0528,138000.0
spotify:track:3rQiCMMnKtyqvxMP9IuEXD,1,0.195,191311.0
spotify:track:3rUR7LDyz2ac174SuwJl1Z,3,0.035,283074.0
spotify:track:3rVBZoeJT4lIr1S9EeENtc,1,0.0421,211177.0
spotify:track:3rdMfyL1TqhtYEFLVv80la,2,0.053,191492.0
spotify:track:3rfccQQ4TV1CTVSmF6U5ww,1,0.306,273857.0
spotify:track:3rh495Z2rIRwD316blea4f,1,0.0352,232625.0
spotify:track:3rjM7GhxdVq1YySsHBs21i,2,0.0625,186600.0
spotify:track:3rjqkJgp8vcDZ4KrJr33QP,1,0.0981,121290.0
spotify:track:3rlLUdQ1eaCFl0OCjThlKU,0,0.0835,150000.0
spotify:track:3rmzOry93Q6CQuHKVyBTQm,1,0.0453,202989.0
spotify:track:3rrqERTe9MIi5wq2qlJg5S,0,0.0332,176734.0
spotify:track:3rvXYpm4BncYG1iZd2EDUk,1,0.0604,215521.0
spotify:track:3rw3uYUoKicjBxUW7EigtS,3,0.0498,835169.0
spotify:track:3s7MCdXyWmwjdcWh7GWXas,0,0.522,215320.0
spotify:track:3s7nXd8ok00ZVH7w3XN5FK,1,0.035,220868.0
spotify:track:3s9rUzxkSd5nIzzDPOikI1,0,0.0237,210973.0
spotify:track:3sKPWeUgpmi7kr4Z5BCqg5,0,0.0321,261773.0
spotify:track:3sOTrbE1oWrv3uJOwy85Tz,3,0.0299,115814.0
spotify:track:3sQaPmmVZ7vNC64ST8sLTf,1,0.0304,167083.0
spotify:track:3sTN90bIP2cJ1783ctHykO,1,0.129,192160.0
spotify:track:3sWcYSiFPCL5CNzU0H5Wau,2,0.0553,208004.0
spotify:track:3sesq9P6ndjuqaq5om7sxT,0,0.0359,212047.0
spotify:track:3sgCPC2bVCiPWHuDQ1GXY6,2,0.229,147367.0
spotify:track:3siJmSVN6NTUIKwlYfcxFL,0,0.0397,151209.0
spotify:track:3skPCcteHhoPV6GkzxVl2p,1,0.0345,239227.0
spotify:track:3soHhDLOHr7bcYQAaFD7s8,3,0.0417,192052.0
spotify:track:3sqRODOZ1Z6hR4F2tnFAlg,1,0.044,179326.0
spotify:track:3suiDAiG53bMdlILyKc0DT,3,0.0567,137118.0
spotify:track:3sw3HPQ2gf61dxF37Kel3q,3,0.0626,62000.0
spotify:track:3swc6WTsr7rl9DqQKQA55C,1,0.105,221440.0
spotify:track:3sxENBhmEnJgIZz7Eg8KTm,0,0.0396,152114.0
spotify:track:3sxTE3RhzENeD1ZwjDdsog,1,0.0695,218466.0
spotify:track:3sxhVuL28tiq6RYAcEGs5j,1,0.0672,212202.0
spotify:track:3syIqcdNRjbFcWkEMRRT1d,1,0.194,186667.0
spotify:track:3t77AfBKRaeOFd2NDHVduK,1,0.0475,426242.0
spotify:track:3t844ssjXzE9M3SDtUxTI4,0,0.0483,210640.0
spotify:track:3tDoe3YGIltxR9zv5AkWqi,1,0.0866,281186.0
spotify:track:3tI6zVTC0gBjOi6FvUN4we,0,0.0435,244243.0
spotify:track:3tJp3SXg6NUyrV6wduHAL8,3,0.146,201290.0
spotify:track:3tKauD5kFXQb4cju242NMv,3,0.0462,173679.0
spotify:track:3tOkVSgXHTt3SMOaB4X02z,3,0.0594,153260.0
spotify:track:3tPh7vkXySn2lUEH1NEPyO,2,0.0596,268467.0
spotify:track:3tSPzD7A31dohGDH2DAAhZ,2,0.0824,275533.0
spotify:track:3tWMxyyVYEFZDHhvQa2CtY,3,0.14,147875.0
spotify:track:3tWQU3TEJ9PLYWVgQfsrMG,1,0.0377,176565.0
spotify:track:3td69vL9Py7Ai9wfXYnvji,1,0.0391,263880.0
spotify:track:3tlDIwrPuaKyYiKuqHfzAm,3,0.0735,209537.0
spotify:track:3toHbpx8mAiawq9CZ34OV4,3,0.0354,302578.0
spotify:track:3tonxLkyXJhTbY76oYuMqz,1,0.0454,200925.0
spotify:track:3tpHf0q2BjkEB4ghENFoIo,0,0.0276,258531.0
spotify:track:3tpKNjc7ANSboxTsf1Eka6,0,0.031,255729.0
spotify:track:3tpcLJXJYlQ8K3djbsOink,2,0.0411,146790.0
spotify:track:3ts6xK5GzfMAAriT9AIBmP,1,0.0402,167427.0
spotify:track:3tvT8pHqIVcG40ZB6j91AI,0,0.0253,224470.0
spotify:track:3ty4jnVIJ9My8ZnXFMc0Fg,1,0.0509,252000.0
spotify:track:3u1S1OmAUhx5DRlLrXqyp3,1,0.032,194408.0
spotify:track:3u6qjHq0y3rmXRQa4iz9OD,1,0.0423,224080.0
spotify:track:3uBV9CVoWdPeb4duyEQIIn,1,0.426,188056.0
spotify:track:3uGXUchntY2l2PTS08kbUS,3,0.0433,206000.0
spotify:track:3uI33EsE7AVM3GMxaOn7fv,3,0.0371,423756.0
spotify:track:3uOh60vBloFwAv1akxP5Mj,1,0.325,195339.0
spotify:track:3uRAxz8ic40d9IuNe8fnsb,0,0.0451,242000.0
spotify:track:3uROjq1aDgribT83XSZmS2,0,0.0725,154741.0
spotify:track:3uUuGVFu1V7jTQL60S1r8z,1,0.103,148197.0
spotify:track:3uXXpJG0hAMXoYzOjNG5Mn,2,0.123,401293.0
spotify:track:3uYH3pOSQmD75WMaJbx6gp,0,0.0784,103000.0
spotify:track:3uYHyKSqAFyJdqGAT7ECKF,3,0.0442,192920.0
spotify:track:3uZiNvBNQldjl4OJiKsuxe,0,0.0473,353676.0
spotify:track:3ue9zcwNcoYvFqKVjG0C6r,0,0.0343,160813.0
spotify:track:3uiWv1HHnX2XwC7OhCbcZC,1,0.126,216372.0
spotify:track:3ukhKd6Zn6dpfurQWkT29K,1,0.0764,205860.0
spotify:track:3urnjdJxUeRACwMeAH9SvI,3,0.0466,123000.0
spotify:track:3urwWcJ0qooKo5UiqfeIae,1,0.049,413717.0
spotify:track:3v3DIkhJu8IZa593oPWvQs,3,0.0421,221714.0
spotify:track:3vIVCdRx0jaxegLrtuGYvH,1,0.0277,236253.0
spotify:track:3vIpHsn11XhiIiCTtxtEuz,0,0.0389,884000.0
spotify:track:3vM6xWNVV3M74xXy4hL43n,0,0.0343,288093.0
spotify:track:3vTd0hGr2OaU7SxGjkySmJ,3,0.039,80640.0
spotify:track:3vWxObpJsXCEgC7wW4dsfX,0,0.0647,129103.0
spotify:track:3vgw8YdlKX5Tsqh6djBoRS,1,0.0295,171048.0
spotify:track:3vi4AgX0lsxSB9jRx26MHP,1,0.137,151588.0
spotify:track:3vjIgS4CTH945XIjch6pxR,1,0.113,221748.0
spotify:track:3vk0GnIa9jp1B00felbJQE,0,0.0365,487506.0
spotify:track:3vkgn6CpM3UHEjyCrFj73C,2,0.18,152397.0
spotify:track:3vmsgPajP1dl2Gcx6eiA6U,3,0.0916,171500.0
spotify:track:3vmv9LZqXvsKYYBv2Ma43i,3,0.0938,205805.0
spotify:track:3vtD6jSo7t3tdz7E30kJoN,1,0.0931,225526.0
spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,1,0.0561,226739.0
spotify:track:3vzdR4GaLtV4i0h5QKoSHv,1,0.0538,140264.0
spotify:track:3w3y8KPTfNeOKPiqUTakBh,1,0.0431,233478.0
spotify:track:3wA4ronkc8ZcPXUP0fDgYA,1,0.307,108800.0
spotify:track:3wBAIbaQhT9RysJ5NHnXq1,1,0.0287,236113.0
spotify:track:3wBXhr6POv7DGEvpIz03po,0,0.325,199000.0
spotify:track:3wJVQr9ZfLZfcj19aIfjub,0,0.0254,177207.0
spotify:track:3wMH1fDMAiXkd116i6CmFp,1,0.0547,250653.0
spotify:track:3wMe1lySKxJeH9iMWXDqgx,3,0.0336,195276.0
spotify:track:3wOiXw4db6kHAPe2rj1Xyh,0,0.0347,233328.0
spotify:track:3wOitGxyDp6xBvHL7wLntB,0,0.0405,116000.0
spotify:track:3weQKQG9ZuqgYAZVswovYS,1,0.0544,245629.0
spotify:track:3wiPqZ1Eovwe6nCdcgXyPF,0,0.0341,234716.0
spotify:track:3wz2vWhYnnBoFmgMkqtzLy,1,0.0663,131078.0
spotify:track:3wzC3ansriWan3Ge1jLTmJ,3,0.0442,139868.0
spotify:track:3x3KOcSr9h75JDwbtY01Xt,3,0.038,298000.0
spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,1,0.0353,266000.0
spotify:track:3xF3p2vvYiYUUwyn2PrUYb,0,0.061,129302.0
spotify:track:3xIu6hYXz0gTjJtmGu60M8,3,0.0446,251733.0
spotify:track:3xJOKNHjuAjkJBhC5SZnZH,2,0.405,134113.0
spotify:track:3xKktg3qTh1ovCnLqQc7us,0,0.0374,243809.0
spotify:track:3xKsf9qdS1CyvXSMEid6g8,1,0.107,184516.0
spotify:track:3xT5b5eHJ4j5XZO1jiqzUi,0,0.0497,205870.0
spotify:track:3xVX8L842hbd0FDw3YKP1o,0,0.0406,603482.0
spotify:track:3xVZYkcuWalGudeKl861wb,1,0.0437,197443.0
spotify:track:3xY4TcsCUR8q0J1NgL8QK3,0,0.0479,225040.0
spotify:track:3xZ2C6ccqjPQ5f3gQzqPM2,1,0.104,174636.0
spotify:track:3xbonQCBlfpOis6FTdfYfT,1,0.0444,359227.0
spotify:track:3xdjjKMcMOFgo1eQrfbogM,1,0.0296,298373.0
spotify:track:3xiwbcAAmK4lewCFqqHGxy,0,0.125,97484.0
spotify:track:3xnJBMiUlnMp8UH5XCP2V5,1,0.0423,225250.0
spotify:track:3xt4M4CIIyXs4qDrDPVVAQ,3,0.0427,308440.0
spotify:track:3xycjyPvZDlpTpqId5hWVJ,3,0.0456,158069.0
spotify:track:3xyr2xfbSZiZWWGsjLyMFh,1,0.0752,134782.0
spotify:track:3y3tvkErjAD2FQp8PecBm3,1,0.07,172862.0
spotify:track:3yB5OgiAOt4Bi5MPWEIhtI,0,0.114,182000.0
spotify:track:3yBNXfOpHTMXoJkBEg6Mrp,3,0.0431,177238.0
spotify:track:3yCYQ0uzJyX0GwJoF3QvAe,1,0.155,184000.0
spotify:track:3yGpnTqLeXUJdzmaonJXij,0,0.0237,304973.0
spotify:track:3yMmxpT2GmDzPZ4ygvjVyt,3,0.0493,481721.0
spotify:track:3yOMhAM9ZwBjuKQv4pPWYs,0,0.0516,200047.0
spotify:track:3yOlyBJuViE2YSGn3nVE1K,1,0.0296,170746.0
spotify:track:3yOmf3oK10XIVRc99bwSyO,1,0.0591,210000.0
spotify:track:3yOn32qFv4qlVjhCEvjHrv,1,0.0619,175308.0
spotify:track:3yPi2t6916SjRPrb9ZcFK7,3,0.0422,172948.0
spotify:track:3yUCd3IlrSlhAz8J2EJHMQ,0,0.032,404747.0
spotify:track:3yXx6gIBZZQMFNG5dKKVKO,1,0.307,240002.0
spotify:track:3yZQk5PC52CCmT4ZaTIKvv,2,0.0707,187187.0
spotify:track:3yk7PJnryiJ8mAPqsrujzf,1,0.2,168784.0
spotify:track:3yrSvpt2l1xhsV9Em88Pul,1,0.0376,183307.0
spotify:track:3yubyWatnRRLHkIsN1ZI2Q,1,0.0339,228827.0
spotify:track:3yvKMfTf8vmUGm1tpJhl6k,3,0.0404,186890.0
spotify:track:3yvlcIteooc31cPjyWPTw1,0,0.0288,295516.0
spotify:track:3z452TQ2qNiuNtyn4OJSBj,0,0.0314,237518.0
spotify:track:3z4lShLOYpdFX58Ah6ln2l,3,0.0383,2017020.0
spotify:track:3z5QE16DtyXy4SM3rVMIWY,1,0.115,161442.0
spotify:track:3z6Gmz2jadZZ9y5FOIWAqF,1,0.131,234058.0
spotify:track:3zAjHVmMyuhBXhxUgdzGeL,0,0.033,238435.0
spotify:track:3zBhihYUHBmGd2bcQIobrF,1,0.0312,163756.0
spotify:track:3zKST4nk4QJE77oLjUZ0Ng,2,0.0436,255093.0
spotify:track:3zMUJ3QRzJB8qDfE2aIizd,1,0.0356,217804.0
spotify:track:3zSfNWdoWlvKylST7NXs1Y,1,0.768,122791.0
spotify:track:3zVanl4mB1GgGWwlhdM0Yo,2,0.101,148080.0
spotify:track:3zWpSpGYVtzZSAY5uDlZhW,3,0.0438,160577.0
spotify:track:3zXI0iHJLDDwIzlbGWxIie,3,0.522,160217.0
spotify:track:3zZwwTNa27TDKUSNj2uuMc,1,0.0647,213246.0
spotify:track:3zcajp6Yksvv47VudMMbcu,0,0.0379,109427.0
spotify:track:3zjjzKg16tczCMwckGKGuH,2,0.125,203080.0
spotify:track:3zlLG1ZplOevRjsoUxChrs,0,0.037,203733.0
spotify:track:3zotN6ezz03EnQoLDMmduF,3,0.058,183964.0
spotify:track:3zqvox7nyhykHe7WS8w9Rm,0,0.0356,173547.0
spotify:track:3zrcDZ9hPNkZuq20pxPb9o,3,0.04,204520.0
spotify:track:3zss7TQcwh9dB7Hmj0RBfY,2,0.319,423387.0
spotify:track:3zwMVvkBe2qIKDObWgXw4N,1,0.0282,245027.0
spotify:track:401MfYscl2EMF4nDbnbG0K,0,0.0324,249661.0
spotify:track:405OiJ7G9xZ8oZPaiJtElJ,2,0.0485,143913.0
spotify:track:405x7BxCIKnrjdLe2cZg2F,3,0.0572,173940.0
spotify:track:40GS1XaaGWKgUx7qQXXW1e,2,0.0608,224000.0
spotify:track:40HwvvZyAOmfEwsX8BPQkt,3,0.118,137967.0
spotify:track:40IjsPrABIjZ7m05H5zTZU,0,0.0345,226947.0
spotify:track:40NKYSkaTC4F62QbIVJ8S6,2,0.2,167002.0
spotify:track:40OkDypNOibhDLHZ94bKQc,1,0.0637,162000.0
spotify:track:40SBS57su9xLiE1WqkXOVr,1,0.114,177525.0
spotify:track:40VZS93r0MMG6m9K0j7VJ7,0,0.0319,201387.0
spotify:track:40W8Mm9t3ZO1iNQlls35lL,0,0.0299,155773.0
spotify:track:40ZUYrNTx4WAWN39VkrCOW,0,0.082,237853.0
spotify:track:40d4m1eI0erCRKLXz55RtT,0,0.0338,339747.0
spotify:track:40ePOMPkTSqXjUxZPjED7D,0,0.0336,307800.0
spotify:track:40i81AcCCxiVEFUWElcjZC,2,0.161,198080.0
spotify:track:40iveQdfSpPiWpNQXC6xZA,1,0.0315,75014.0
spotify:track:40pPI2TbaYSZlKfV44HRjn,0,0.0387,295373.0
spotify:track:40q4bzLjO9zqBIZYP442af,0,0.035,232595.0
spotify:track:40riOy7x9W7GXjyGp4pjAv,1,0.027,391376.0
spotify:track:40sgR4OCBYNMpE3bQmlqJL,1,0.0374,467635.0
spotify:track:40tPP3K10yMZxwnT65REKj,2,0.037,257985.0
spotify:track:40uCzTQkv4OUjowr32aAcY,1,0.141,220839.0
spotify:track:40xhyfAPDoMtv494MfPevP,1,0.26,215947.0
spotify:track:411RWOOUp6WUqoJ0lof45R,1,0.048,191613.0
spotify:track:419UNd2y3sdmXuy6zVT7gN,1,0.0678,110600.0
spotify:track:41AALKL78uS4Zbnb44vfql,1,0.0879,158250.0
spotify:track:41ADUIxv4MkkWi7kgaZMrH,0,0.036,168600.0
spotify:track:41Cks9lF6kI3J6SMo0PG50,1,0.0283,269537.0
spotify:track:41FnfKYB6m3uQSAzPC7Jfc,0,0.264,264333.0
spotify:track:41JyJ75Wf7NOIP3lk3JaNH,1,0.0702,181251.0
spotify:track:41NU8orsCGXNwANOj81DAH,2,0.0483,518467.0
spotify:track:41P6Tnd8KIHqON0QIydx6a,0,0.0331,177533.0
spotify:track:41RfvRLI3FvwqERqGKi8Q1,3,0.043,143932.0
spotify:track:41UWHXKrP9VaNuLHNlWEV2,0,0.031,261523.0
spotify:track:41b87lmfG4wkcGrnyqIuft,0,0.0371,258689.0
spotify:track:41bIQPBE1lFN0mmw6Lmssz,1,0.317,224427.0
spotify:track:41btOpCqdHf5lBd4KAOcfB,1,0.303,164769.0
spotify:track:41ecIiW67i9GKCHvz3MXBk,3,0.0556,202908.0
spotify:track:41j3TmJuJuSlHsqoX6L3dr,2,0.105,336067.0
spotify:track:41ptJaY4N2oxHfh4LJvFMa,3,0.046,564287.0
spotify:track:41soii7TsX2M2AIAAOsNh5,0,0.135,181227.0
spotify:track:41trTnarkQBDAl2PQdwBgs,3,0.0518,63000.0
spotify:track:41vGoRgplUu71UMlPCnF9b,1,0.0369,243200.0
spotify:track:41wel0JyLABRedko4XZLG1,1,0.0405,324720.0
spotify:track:421LXKD20JHZEUrJJqK7cg,2,0.0542,291461.0
spotify:track:422o6ex3eHTXDc2DtOFh7R,1,0.152,204364.0
spotify:track:425V6031WixVcKAtn3rhPB,2,0.103,278067.0
spotify:track:426utyJ4B1l4vi5i5ULU5k,1,0.132,165710.0
spotify:track:42C7Zvj3QwPtnhH5pa27of,0,0.0338,429453.0
spotify:track:42CnsArrdkVAFYhxwnUsD0,1,0.0494,122857.0
spotify:track:42ETKyApzUl8hTtytFAjen,1,0.206,210000.0
spotify:track:42HmmecabRObPqHXJQVaCk,3,0.0446,120525.0
spotify:track:42JtFaxd2k9kNrlTNfP6xH,3,0.21,136216.0
spotify:track:42OSQ6hAF9tviEK9IfU0uJ,3,0.0451,166896.0
spotify:track:42RaPhzWEfTHGMrxmOYXHj,1,0.205,221000.0
spotify:track:42T2QQv3xgBlpQxaSP7lnK,0,0.0346,238240.0
spotify:track:42bbDWZ8WmXTH7PkYAlGLu,1,0.0302,211764.0
spotify:track:42c7TYsycEaQtVZPMG79Os,3,0.0396,118356.0
spotify:track:42dqgyAJNFTnlgfIIfNghx,3,0.0442,97073.0
spotify:track:42et6fnHCw1HIPSrdPprMl,1,0.0314,268360.0
spotify:track:42fEi9btF7pTboFbvm36ZF,0,0.391,147761.0
spotify:track:42fw0rxRO2xbesF6mJfd4Y,0,0.0281,196747.0
spotify:track:42gRFP5DCFQhZAXlmaRFIk,0,0.0604,352360.0
spotify:track:42gXGDSf4wPAT2OYKD9WB8,1,0.0952,277333.0
spotify:track:42nSaPdT6g3ZIMHmKLlP2p,1,0.0549,239400.0
spotify:track:42p5kBpHlmpaTY39Bt1J0Q,1,0.0255,288600.0
spotify:track:42vDGKRQt7k16jX4nX6A35,1,0.0282,136833.0
spotify:track:42wHM7jdBygHuF1WzOBAfZ,1,0.0539,198320.0
spotify:track:42x8RPeMwTTPqsTkuVL9b1,0,0.0375,203227.0
spotify:track:437RdHmPqM2MC6DfmpGCxJ,3,0.0904,118608.0
spotify:track:43PuMrRfbyyuz4QpZ3oAwN,1,0.185,194613.0
spotify:track:43TkarNcMU8jL1pEvyHduW,3,0.0403,168000.0
spotify:track:43Tw1lhTshJQvroLTtq8bA,3,0.047,165653.0
spotify:track:43bKs9DGHysvVTbUAQ4s5g,2,0.0467,176129.0
spotify:track:43bSKCMWHIuBsUVmQcDX1J,3,0.0394,257000.0
spotify:track:43d83eCd7GzmVOKsLwV3QN,0,0.0316,225733.0
spotify:track:43dy9gJMpgJmuhCS9fXreR,3,0.0632,181175.0
spotify:track:43gB0O60DQf7zCeCaIEC11,1,0.0492,187427.0
spotify:track:43hnjJayMstXuSeAx1BWPz,3,0.0471,188250.0
spotify:track:43iCbOJYyn13JqSQWsJ8dq,0,0.0252,241240.0
spotify:track:43kiDtoYD0nDJYxzQwclpT,0,0.0441,328050.0
spotify:track:43oL5vH1QsQPI3aIQO3rj5,3,0.22,85000.0
spotify:track:43pYecd4V0t4dqQqohWAAC,0,0.0285,226307.0
spotify:track:43rLnYHTAwgMQUVyQuVOMu,2,0.0421,229640.0
spotify:track:43rZAOTZSqbiBODjbxLMRd,0,0.0362,332000.0
spotify:track:43wzy7JxMEfvCh8ZFeZKYk,1,0.193,201680.0
spotify:track:43yBCVAcIlc8dMrXmIasQ9,2,0.23,299351.0
spotify:track:43yFiQ18Nhnb2YJwk09f3a,1,0.0362,186000.0
spotify:track:43yffpowWu38FljWNdhOIW,1,0.0439,171912.0
spotify:track:442j8VxaB60dWf9cBFuX5w,0,0.0409,327773.0
spotify:track:4439aAX3jNkNKx1ygUr9WC,0,0.0372,237229.0
spotify:track:443c7eueRTLZIHk9WMefJn,3,0.0467,205533.0
spotify:track:44633u1bq8n7f4q3yU1hSX,3,0.0334,236000.0
spotify:track:449FBzMELJSNmcZOhobcyq,1,0.148,149891.0
spotify:track:44ADyYoY5liaRa3EOAl4uf,0,0.0335,233654.0
spotify:track:44AuVqEBGY3XTedf0ZCd3u,1,0.0596,193228.0
spotify:track:44EgTZXLY0a2NcKaZdnkyL,1,0.0469,149072.0
spotify:track:44EhnfZw9q6YsR0B6tfYYQ,0,0.0302,192311.0
spotify:track:44GEcy0jZBhE7QIoOLTnZd,3,0.0442,188621.0
spotify:track:44GgIVlmRsD1qMWONOWOS3,0,0.0357,208187.0
spotify:track:44I5NYJ7CGEcaLOuG2zJsU,1,0.0598,187728.0
spotify:track:44Kdfk0tkFqIfeCu5x46if,3,0.0352,154839.0
spotify:track:44LAHDPaM5dvkmmD5w1W84,3,0.0828,253080.0
spotify:track:44M8gY48QHhvc6vn5be10N,1,0.191,204293.0
spotify:track:44UvSWmPC7iYiKsKl8OEz2,0,0.0481,265000.0
spotify:track:44ZiSRqvEognvgMnMtjOPm,0,0.0282,276627.0
spotify:track:44alNkXsYnTyPnkMdohBcx,0,0.0245,209817.0
spotify:track:44ashym52bERKclJsKt3Db,1,0.131,133152.0
spotify:track:44c1Fee8CMkU7407C4eiqA,3,0.0412,165818.0
spotify:track:44mc4SiibMcqmeFnbJMGum,1,0.0471,200359.0
spotify:track:44nasZUBbsuYioSJRH1SmE,3,0.0454,600529.0
spotify:track:44p5La1tFCn7Awk6vl0xBt,0,0.0367,166168.0
spotify:track:44pzUk3UueCxKWuj8rbfvu,1,0.049,176052.0
spotify:track:44qL0X4G9CaYTnutH8YsgX,3,0.0595,62000.0
spotify:track:44qZfwmOOTfLY8eBwhHRsW,0,0.131,144000.0
spotify:track:44wXefe8WB9Fd6xwtmAwbR,2,0.0752,231480.0
spotify:track:450gEPUm3ok0lS8QRHOz1R,3,0.0334,124554.0
spotify:track:451EMYReoEHbfvj75Pu1B9,3,0.052,114203.0
spotify:track:4552F7DgKXhX0CiDsiZ97X,3,0.056,116667.0
spotify:track:455AfCsOhhLPRc68sE01D8,2,0.0415,230747.0
spotify:track:45BY5vUlKxgvBma3P9bHlv,0,0.0294,248120.0
spotify:track:45EsspfzGgIN8Ny4b9baQr,3,0.0448,138820.0
spotify:track:45FmhSHkqc5qawSAAtfQSv,2,0.135,137274.0
spotify:track:45GXsEdPxpFLnqQMPR2Cyy,1,0.0603,213083.0
spotify:track:45I6bYHxElthoSljUbklpf,1,0.0332,175091.0
spotify:track:45PSB45t9c5XcDZ0Abft6X,0,0.0286,192159.0
spotify:track:45S5WTQEGOB1VHr1Q4FuPl,1,0.0557,208907.0
spotify:track:45WHyf67UfZ4SiKocDeUUG,0,0.0454,290000.0
spotify:track:45WI9y5C9naK6IMtWLoqQp,1,0.0362,174051.0
spotify:track:45aBsnKRWUzhwbcqOJLwfe,2,0.186,234707.0
spotify:track:45bE4HXI0AwGZXfZtMp8JR,0,0.05,169266.0
spotify:track:45ePJPLDtvE3QfFHNdrNuO,1,0.0348,197920.0
spotify:track:45eijXxK33ulZc8WByHYUu,3,0.0415,129029.0
spotify:track:45gfOKyt6rXK1jvHUYLAc0,3,0.0604,125527.0
spotify:track:45hOioMDJktr86iKDHC8gr,2,0.102,216600.0
spotify:track:45i70K1PefHafKui2WxH0M,0,0.0429,197080.0
spotify:track:45iJnPjul5yDYefM6GEYZB,0,0.0268,235832.0
spotify:track:45um8OJrLAqn9gPjx5BGWw,1,0.059,228853.0
spotify:track:45uwWuhL7nNamSKw3DnpQl,0,0.13,173411.0
spotify:track:460oUWkGwaNZM2ZrJzJAMK,0,0.0286,406547.0
spotify:track:4633NJN15IugqEun8LH131,2,0.0404,243937.0
spotify:track:463CkQjx2Zk1yXoBuierM9,1,0.0601,203064.0
spotify:track:465IQvyDIpnizvUbZ8ULyo,0,0.0366,319400.0
spotify:track:467t3218y3yihFcyDGWjr0,1,0.0272,230625.0
spotify:track:4686eQ81DEswHa90bcdlC9,1,0.0275,207541.0
spotify:track:46DSNcMquKpl1iUbRcKGzI,0,0.038,265170.0
spotify:track:46EuzanXhKwIc7755wLAvS,0,0.032,212373.0
spotify:track:46IKdGs9GbDfbKBhiTwB3i,0,0.0859,165000.0
spotify:track:46IMl9dZKCkwwnWEfmSF5C,1,0.0759,122933.0
spotify:track:46M2hXnaQpueG7vSvgVtVH,1,0.125,93894.0
spotify:track:46MX86XQqYCZRvwPpeq4Gi,1,0.0396,235173.0
spotify:track:46OIVHWlExMXlqYRCpkEYd,1,0.0458,389801.0
spotify:track:46OU4SUTWxhFQZO0y712HS,3,0.0485,195000.0
spotify:track:46PJiJtLObsXJ8TIqGYQCl,0,0.0388,210089.0
spotify:track:46RNrAkGsqWTDrv2ZPOAbx,0,0.056,277677.0
